1	13	0.2108464241027832
2	141	0.6165652275085449
3	22	0.1588878631591797
4	33	0.43569421768188477
5	0	0.1079256534576416
6	15	0.13090777397155762
7	12	0.13690543174743652
8	17	0.07294678688049316
9	128	0.2768058776855469
10	23	0.158888578414917
11	33	0.9523289203643799
12	25	0.4746665954589844
13	60	0.7904446125030518
14	70	0.4217047691345215
15	32	0.09992837905883789
16	0	0.19286251068115234
17	43	0.43969035148620605
18	15	0.15589213371276855
19	17	0.0979313850402832
20	34	0.26781201362609863
21	10	0.4037158489227295
22	0	0.2018587589263916
23	12	0.16388487815856934
24	27	0.14290070533752441
25	12	0.19885921478271484
26	0	0.06995201110839844
27	0	0.0429685115814209
28	0	0.04896712303161621
29	59	0.22983884811401367
30	26	0.16188645362854004
31	139	0.3567485809326172
32	17	0.13090872764587402
33	14	0.11091828346252441
34	0	0.38273096084594727
35	21	0.19686293601989746
36	11	0.1548905372619629
37	25	0.12491226196289062
38	24	0.7284965515136719
39	79	0.18387079238891602
40	40	0.2977926731109619
41	0	0.12791132926940918
42	31	0.526627779006958
43	44	0.16788291931152344
44	0	0.4037163257598877
45	16	0.09393167495727539
46	23	0.4506831169128418
47	22	0.13090848922729492
48	0	0.12791156768798828
49	0	0.21984338760375977
50	16	0.09710812568664551
